,molecule,logp,logd,dataset_type
4951,CCCN(CCC)C1COc2ccc(O)cc2C1,3.19,,train
4952,CCCCCCCC(=O)n1cc(CC(NC(O)Cc2nc(O)c3n(c2=O)C2CCC3CC2)C(=O)NC(Cc2ccccc2)C(=O)N(C)Cc2ccccc2)c2ccccc21,7.29,,train
4953,CC=C1CC2C=CC1C2,3.82,,train
4954,CCCC1(c2ccncc2)CCC(=O)NC1=O,1.13,,train
4955,O=C1CC(Sc2ccc3ccccc3c2)N1,2.64,,train
4956,O=C(CSc1nnc2c3ccccc3n(Cc3ccccc3)c2n1)OCN1C(=O)c2ccccc2C1=O,4.51,,train
4957,CSc1ncc2ccccc2n1,2.5,,train
4958,N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3[nH]c-2cc1=Nc1ccc(Cl)cc1,6.47,,train
4959,O=[N+]([O-])c1ccc(O)cc1O,1.05,,train
4960,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C(N)=O)C(C)C,0.73,,train
4961,CN(C)C(=O)c1ccco1,0.41,,train
4962,CCN(CC)Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.29,,train
4963,C=CCn1/c(=N/C(=O)c2cc(OC)c(OC)c(OC)c2)sc2cccc(OC)c21,5.14,,train
4964,CC(=O)OCC(O)Cn1ccnc1[N+](=O)[O-],-0.37,,train
4965,CSc1ncc([N+](=O)[O-])n1C,0.94,,train
4966,OCCCc1ccccn1,0.58,,train
4967,NC1(c2ccc(-c3nn4cccc4cc3-c3ccccc3)cc2)CCC1,,3.3,train
4968,O=c1[nH]c(=O)n(C2CCC(CO)O2)cc1Br,-0.99,,train
4969,CCOC(=O)CC(C)n1nnc2ccccc21,2.27,,train
4970,CCC(C)C(NC(=O)C(N)CC(C)C)C(=O)O,-1.64,,train
4971,OC(Cn1ccnc1)(c1ccc(F)cc1)c1ccc(Br)cc1,3.42,,train
4972,Cc1c(O)ccc(O)c1C,1.36,,train
4973,CC[C@H](NC(=O)c1c(CN(C)C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,,4.18,train
4974,C[N+](C)(CCCCS(=O)(=O)[O-])Cc1ccccc1,-2.32,,train
4975,CNC(=O)ON=C1SCSC1C,0.91,,train
4976,O=[N+]([O-])c1ncc[nH]1,0.15,,train
4977,CCCCCCc1ccccc1,5.52,,train
4978,COc1cc2ccc(=NC(C)=O)c3c(c2c(OC)c1OC)CCC(=O)C(OC)C3,1.0,,train
4979,COc1cccc(NC(=O)OCCN2CCOCC2)c1,2.19,,train
4980,Nc1ccc(-c2ccccc2)cc1,2.86,,train
4981,CCOC(=O)c1ccc(N=NN(C)C)cc1,3.66,,train
4982,OCC1OC(Oc2ccccc2I)C(O)C(O)C1O,0.27,,train
4983,COC(=O)c1ccoc1,1.28,,train
4984,NC(=O)OCCc1c[nH]c2ccccc12,1.69,,train
4985,CC(=O)Nc1ccc(C=O)cc1,1.25,,train
4986,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2c(F)cccc12)c1ccccc1,,2.84,train
4987,CCN(CC)c1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,3.0,,train
4988,c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,5.55,,train
4989,O=C1CCOc2nc(C#CC3CCCC3)ccc21,,3.0,train
4990,Oc1ccc(O)n1-c1ccccc1,0.06,,train
4991,O=C(O)CN1C(=O)C(NC(=O)c2cc3sc(Cl)c(Cl)c3[nH]2)Cc2ccccc21,,0.67,train
4992,Cc1cc(CC(=O)O)ccc1OCc1ccccc1,3.37,,train
4993,CCC(C)N=c1[nH]c(C#N)nc(N2CCOCC2)c1N,,2.8,train
4994,O=c1cc(N2CCOCC2)nc2ccccn12,,1.0,train
4995,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,3.73,,train
4996,COc1ccc2cc(C(C)C(=O)OCC(=O)N(C)CCO)ccc2c1,2.01,,train
4997,O=C1C=NC(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,2.25,,train
4998,CCOC(=O)C(Cc1ccccc1)C(C)=O,2.52,,train
4999,CCC(N)C(=O)N[C@H](C#N)Cc1ccc(-c2ccccc2)cc1,,2.6,train
5000,CCc1cnc(-c2ccc(C(C)C(=O)O)cc2F)s1,4.1,,train
5001,CCc1ccc(OC(=O)N(C)C)cc1,2.55,,train
5002,Cc1cccc2c(=N)cn[nH]c12,1.57,,train
5003,COC(=O)/C=C/c1ccccc1,2.62,,train
5004,Cc1ccc(Cc2nc3cc(Cl)ccc3[nH]2)cc1,5.21,,train
5005,Cc1[nH]c2ncnn2c(=O)c1CCOC(=O)c1ccccc1F,,0.99,train
5006,CCOc1cccc(Cl)n1,2.55,,train
5007,CCCCN1Cc2c([nH]c3cc(-c4ccco4)nn3c2=O)C1=O,,0.8,train
5008,CN(C)CCc1cccs1,1.99,,train
5009,CNC(=O)Oc1cc(Cl)ccc1Cl,2.44,,train
5010,NC(=O)NC(=O)C(Nc1ccc2c(c1)CCC2)c1ccccc1,,3.3,train
5011,OC(Cn1ccnc1)(c1cccc(Br)c1)c1ccc(F)cc1F,3.6,,train
5012,CN=c1[nH]c(SC)nc(=NC(C)C)[nH]1,2.38,,train
5013,O=C(O)CSc1c[nH]c2ccccc12,1.78,-1.31,train
5014,CCCCCc1cc(OCCCCCn2cc(O)c3ccccc3c2=O)c2c(c1)OC(C)(C)C1CC=C(C)CC21,9.07,,train
5015,O=C(NC(CO)C(O)c1ccccc1)C(Cl)Cl,0.94,,train
5016,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])cc1,1.61,,train
5017,COc1ccc(N(CCCC(=O)O)C(=O)c2ccc(Cl)cc2)cc1,2.7,,train
5018,CN(C)c1ccnc2sc3c(=O)n(-c4ccccc4)cnc3c12,,2.34,train
5019,C=c1cc(C)c(=Cc2[nH]c(-c3cc4ccccc4[nH]3)cc2OC)[nH]1,,2.55,train
5020,CC(C)Cn1c(=O)n(C)c(=O)c2c(-c3ccncc3)n(Cc3cccc4ccccc34)nc21,,4.3,train
5021,CC(C)C(Sc1nnc(C(F)(F)F)n1C)C(=O)NC(N)=O,2.12,,train
5022,CCCCCCc1ccc(CCC[N+](C)(C)CCCCS(=O)(=O)[O-])cc1,1.64,,train
5023,N=C(N)N[N+](=O)[O-],-0.89,,train
5024,CCOC(=O)NC(O)C(Cl)(Cl)Cl,1.84,,train
5025,CCCCCCCC(=O)OC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,3.54,,train
5026,Cc1c(CCC(=O)O)c(=O)oc2cc(O)ccc12,,-0.7,train
5027,Cc1ncc([N+](=O)[O-])n1CC(C)O,0.22,,train
5028,c1ccc(-c2cc(-c3ccccc3)c(=NCCN3CCOCC3)[nH]n2)cc1,3.38,,train
5029,CC(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,2.78,,train
5030,O=c1c(O)cccc2cc(O)c(O)c(O)c12,,2.03,train
5031,CC(C)C(C#N)c1ccc([N+](=O)[O-])cc1,2.8,,train
5032,O=[N+]([O-])c1cnc(-c2ccc(F)cc2)n1CCO,1.33,,train
5033,CCc1nn(C2CCCC2)c2c1CCn1c(-c3cccs3)nnc1-2,,3.6,train
5034,CN(C)C(=O)N[C@H]1CC[C@H](CCN2[C@H]3CC[C@@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)CC1,,0.12,train
5035,C1COCCO1,-0.27,,train
5036,Cc1cc(Br)c[nH]c1=NS(=O)(=O)c1ccc(N)cc1,2.05,,train
5037,Cc1cc(O)ccc1N1C(=O)c2ccc(O)cc2C1=O,,2.0,train
5038,CC(Br)C(=O)O,0.92,,train
5039,NC(=O)CCc1cccnc1,-0.26,,train
5040,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,4.21,,train
5041,Cn1c(=N)[nH]c2ccc(C#N)cc21,1.29,,train
5042,O=C1C(N2CCOCC2)=C(N2CC2)C(=O)C(N2CCOCC2)=C1N1CC1,0.52,,train
5043,CC(=O)OC1CCCCC1NC(=O)N(CCCl)N=O,1.93,,train
5044,CC(N=c1ccc2ncn(-c3cc(C4CC4)[nH]n3)c2[nH]1)c1ncc(F)cn1,,2.74,train
5045,ClC1C(Br)C(Br)C(Br)C(Br)C1Br,4.72,,train
5046,COc1ccccc1C=CC(=O)OCCOc1ccc(C=O)cc1OC,3.65,,train
5047,CCC(c1nc2ccsc2c(=O)n1Cc1cscn1)N(CCCN)C(=O)c1ccc(C)cc1,,0.02,train
5048,CCCCOC(=O)C(C(=O)OCCCC)=C1SCCS1,4.6,,train
5049,CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2ccc(NC(=O)OC)cc2)cc1,,4.01,train
5050,Cc1nnc(-c2ccccc2)c(=O)n1N,0.83,,train
5051,CN(C)c1cccnn1,0.29,,train
5052,CC1CCCC(C)C1NC(=O)N(CCCl)N=O,2.57,,train
5053,CCOC(=O)C(=Cc1cccc(OC)c1)C(C)=O,2.34,,train
5054,CC(C)c1ccccc1C(C)C,4.1,,train
5055,CN(CCCl)CCCl,0.91,,train
5056,O=C(O)c1cc(O)cc(O)c1,0.86,,train
5057,CC(=O)CC(=O)C(C)(C)C,1.67,,train
5058,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,3.53,,train
5059,CC(=O)c1ccc(-c2ccc([C@H]3NC(=S)N=C(C)C3C(=O)OC(C)(C)C)o2)cc1,4.53,,train
5060,CC(=O)c1ccc(NS(=O)(=O)C(F)(F)F)cc1,2.83,,train
5061,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.58,,train
5062,COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cn1ncc2ccc(NC(=O)CC3CCCC3)cc21,,1.6,train
5063,NC(=O)c1ccccc1F,0.59,,train
5064,CCN(CC)C(=O)c1ccccc1Cl,2.1,,train
5065,BrCCc1ccccc1,3.09,,train
5066,CCC(=O)C1(c2cccc(OC(=O)CC(C)(C)C)c2)CCN(C)CC1,3.17,,train
5067,C[C@@](N)(Cc1ccccc1)c1ccccc1,,1.7,train
5068,CCCCc1csc(-c2ccc(C(C)C(=O)O)cc2Cl)n1,5.36,,train
5069,O=c1[nH]c2ccccc2[nH]1,1.12,,train
5070,CCOCCOC(=O)C(C)n1cnc2sc3c(c2c1=O)CC[C@H](C)C3,4.25,,train
5071,O=C(O)CCc1ccccc1,1.84,,train
5072,CC(C)c1ccc(S(N)(=O)=O)cc1,1.84,,train
5073,CNC(=O)Oc1ccc(N(C)C)c(C)c1,1.9,,train
5074,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,,2.84,train
5075,c1ccc(OCc2cccc(CN3CCCOC3)c2)cc1,2.75,,train
5076,O=C(NCc1ccccc1O)c1ccccc1,2.55,,train
5077,COc1cc2c(=Nc3ccc(F)cc3F)c(C(N)=O)c[nH]c2cc1NCCN(C)C,,1.71,train
5078,CN(C)C1=NC(=O)C(=Cc2ccc([N+](=O)[O-])o2)S1,1.14,,train
5079,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2nc3c(s2)CCCC3)CC1,,2.5,train
5080,CC1(O)CC23C(O)C1CCC2(O)C(C)(O)C1C2OC2C(C)(C)C1(O)C(O)C3O,-0.57,,train
5081,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,8.06,,train
5082,Cc1ccnc2nc(C(=O)N=c3[nH]ccs3)nn12,,0.31,train
5083,CC(C)(C)C(COc1ccc([N+](=O)[O-])cc1)OC(=O)n1ccnc1,3.35,,train
5084,O=c1[nH]cc(O)n1-c1ccccc1,0.04,,train
5085,CCCCOCc1ccccc1NC(=O)OCCN1CCCCC1,3.94,,train
5086,O=[N+]([O-])c1ccc2c(c1)N(c1cccc[n+]1[O-])CC(C(F)F)(C(F)F)O2,,3.2,train
5087,CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2cccnc2)cc1,,3.65,train
5088,CCCCOc1c(OC)cc(CCN)cc1OC,2.32,,train
5089,N#CC(C#N)=Cc1ccc(Br)o1,2.16,,train
5090,Clc1ccc(-c2ccccc2)c(Cl)c1,5.16,,train
5091,CCC(=O)OC1(c2ccccc2)CCN(C)C(C)C1C,3.13,,train
5092,COc1cc(CCN)cc(OC)c1OC,0.78,,train
5093,CCCCCCCCCCNC(=O)NC12CC3CC(CC(C3)C1)C2,5.25,,train
5094,COc1cc(N2CCN(C(=O)C3CCCCC3C(=O)NC3(C#N)CC3)[C@H](C)C2)ccc1C1CC1,,3.49,train
5095,CNC(=O)ON=C1SCCSC1(C)C,1.51,,train
5096,N=c1[nH]c(N2CCOCC2)cc(N)[n+]1[O-],0.36,,train
5097,N=c1ccn(C2OC(CCl)C(O)C2O)c(=O)[nH]1,-1.05,,train
5098,CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N3CC[C@@H](N)C3)c2c1Cl,,2.0,train
5099,CC(C)CC(N)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O,-0.92,,train
5100,CCCCN(CCC)N=O,2.09,,train
5101,O=c1[nH]cnc2ncn(C3OC(CO)C(O)C3O)c12,-2.1,,train
5102,CC12CCC(=O)C=C1CCC1C3CCC4(CCC(=O)O4)C3CCC12C,2.98,,train
5103,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,3.32,,train
5104,CCCOc1cccc(NC(=O)OCCN2CCCCC2)c1,4.06,,train
5105,NC(=O)c1cc(C(N)=O)n(-c2cccc(-c3cc(C(F)(F)F)ccc3C(F)(F)F)c2)n1,,3.4,train
5106,CCC(=O)Oc1ccccc1C(=O)O,1.67,,train
5107,Clc1ccc(Oc2cc(Cl)cc(Cl)c2)cc1,5.77,,train
5108,COC(=O)c1c[nH]c(C)c1,1.96,,train
5109,Cc1ncc(-c2[nH]c(=Nc3ccc(C(=O)NC4CCN(C)CC4)cc3)ncc2F)n1C(C)C,,2.13,train
5110,O=C(c1ccccc1)C(O)(CN1CCCCC1)c1ccccc1,,3.41,train
5111,CC(=O)OCC1OC(n2ccnc2[N+](=O)[O-])C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,0.52,,train
5112,O=C(O)COc1ccc(Cl)cc1,2.25,,train
5113,N#Cc1cc[n+]([O-])cc1,-0.94,,train
5114,C=CCN1C(=O)SC(=Cc2ccc([N+](=O)[O-])o2)C1=O,2.22,,train
5115,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2c[nH]c(=NC(CCO)CCO)nc21,,1.5,train
5116,NC(=O)N=c1cnc2ccccc2[nH]1,1.3,,train
5117,COc1cccc(C(=O)N(C)C)c1,1.0,,train
5118,O=CNCC#CCC(NC(=O)C(Cc1ccc2ccccc2c1)Cc1cccc2ccccc12)C(=O)NC(CC1CCCCC1)C(O)CC(=O)NCCN1CCOCC1,5.44,,train
5119,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1ccc(F)c(Cl)c1,,3.98,train
5120,Cc1c(Sc2ccc(Cl)cc2)c2ccc(Cl)cc2n1CC(=O)O,,2.51,train
5121,CNC(C)C(=O)NC(C(=O)N1CC[C@H]2CC[C@H](NC(=O)c3cccc4ccccc34)[C@H]21)C(C)(C)C,,1.94,train
5122,CNC(=O)NC(C)=O,-0.7,,train
5123,CC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)O,-1.98,,train
5124,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,,1.6,train
5125,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,2.52,2.6,train
5126,O=C1Nc2ccc(S(=O)(=O)N3CCC[C@H]3COc3ccccc3)cc2C1=O,,2.7,train
5127,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,2.86,,train
5128,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,3.83,,train
5129,CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)C1CCCN2C(=O)CCC(NC(=O)c3nccc4ccccc34)C(=O)N12,,1.16,train
5130,CC(=O)NC(CCCCNC(=O)N(C)N=O)C(=O)NCc1ccccc1,1.18,,train
5131,Nc1ccc(Cl)c([N+](=O)[O-])c1,2.06,,train
5132,C(=C/c1c(-c2ccccc2)nc2sccn12)\c1ccncn1,,3.4,train
5133,Brc1ccncc1,1.54,,train
5134,Cn1cc(C#N)cc1-c1c2c(=O)n(CC#CCn3cncn3)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,,3.43,train
5135,CCCCC(CC)C(=O)O,2.64,,train
5136,Cc1ccccc1-c1nc2cc([N+](=O)[O-])ccc2[nH]1,3.42,,train
5137,Cc1[nH]nc(C(=O)NCCc2ccccc2)c1[N+](=O)[O-],1.82,,train
5138,COC(=O)c1cccc(Cl)c1,2.85,,train
5139,O=C(O)CCc1cc(=O)c2cc3c(cc2o1)CCCC3,2.85,,train
5140,Cc1cccc2c1c([N+](=O)[O-])cc[n+]2[O-],1.36,,train
5141,C1CCOC1,0.46,,train
5142,C=C(C)C1CC=C(CO)CC1,3.17,,train
5143,O=C1CCC(c2cccnc2)N1,-0.3,,train
5144,CC1CCCC(C)N1N=O,1.36,,train
5145,O=c1ccn(C2OC(CO)C(O)C2O)c(=O)n1Cc1ccccc1,0.33,,train
5146,Nc1cc(Cl)ccc1O,1.81,,train
5147,N=c1ccn(C2CC(CO)C(O)C2O)c(=O)[nH]1,-2.41,,train
5148,c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOc1ccccc1OCCOCCOCCO2,1.45,,train
5149,CCCCc1oc(C)cc(=O)c1O,1.92,,train
5150,CC(C)OC(=O)CS(=O)c1ccc([N+](=O)[O-])cc1,1.64,,train
5151,N#Cc1cccc(C(=O)N=c2cc(-c3ccccc3)[nH]n2-c2ccccc2)c1,,3.82,train
5152,CC(N=C1NS(=O)(=O)c2ccccc21)C(=O)OCC(=O)/C=C1/N(C)c2ccccc2C1(C)C,4.21,,train
5153,COc1ncc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,,0.2,train
5154,Cc1onc(CO)c1C(=O)N=c1[nH]ccs1,,1.53,train
5155,O=c1nc(-c2ccccc2)c2cc(Br)ccc2[nH]1,2.71,,train
5156,CCC(=O)C(CS(=O)(=O)c1ccc(C)cc1)c1ccccc1,2.45,,train
5157,COc1cc2c(=Nc3cnc(=NC(=O)c4ccccc4)[nH]c3)[nH]cnc2cc1OCCCN1CCOCC1,,2.7,train
5158,CCN(CC)C(=O)OCCCc1ccccn1,2.36,,train
5159,CC(=O)Nc1ccc(Br)c(Cl)c1C,2.69,,train
5160,CS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,,2.63,train
5161,Cc1ccc(C)c(N)c1,1.83,,train
5162,CCCN(CCC)CC(=O)NCc1ccccc1,3.11,,train
5163,CCCSc1ncccc1C(=O)NC1CCCCC1,,3.24,train
5164,CCCOCCC,2.03,,train
5165,COc1ccc(CCOC(=O)C(N)Cc2ccc(O)c(O)c2)cc1,1.69,,train
5166,CCCCCCCCCCCCCCCc1ccc(O)cc1O,8.29,,train
5167,O=S(=O)(Nc1ccc(I)cc1)C(F)(F)F,4.39,,train
5168,O=[N+]([O-])c1ccc(-n2c(O)ccc2O)cc1,0.46,,train
5169,Cn1c(=S)[nH]nc(-c2cc(Cl)cc(Cl)c2)c1=O,3.43,,train
5170,CC(=O)N1CCN(CCOc2ccc(C3CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)CC1,,3.2,train
5171,COc1ccc(C(=O)c2coc(S(N)(=O)=O)c2)cc1,1.52,,train
5172,C=C(C)C1C=CC(C)C(=O)C1,2.71,,train
5173,Cc1ccc2cc(C)c3nnc(SCC(=O)N4CCN(C(=O)c5ccco5)CC4)n3c2c1,,2.3,train
5174,c1ccc(-c2ccncn2)cc1,1.92,,train
5175,O=[N+]([O-])c1c[nH]c(=NC2=NCC(O)CN2)s1,0.74,,train
5176,c1ccc2cc3ccccc3cc2c1,4.45,,train
5177,COc1ccc2c(c1)[nH]c(=N)n2C,0.87,,train
5178,CS(=O)(=O)N1CCc2c(-c3cnc(=N)[nH]c3)nc(N3CCOCC3)nc21,,1.2,train
5179,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1c(F)cccc1F,2.16,,train
5180,CCNC(=O)c1cc(Br)cc(C)c1O,3.61,,train
5181,Clc1ccc(Sc2nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n2)cc1,6.67,,train
5182,Cc1nc(Br)c([N+](=O)[O-])n1C,0.87,,train
5183,CC(O)CN,-0.96,,train
5184,CC(C)CNCCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,0.23,,train
5185,CON(C)C(=O)Nc1cccc(OCc2ccccc2)c1,3.11,,train
5186,CCOC(=O)C(C)Oc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.53,,train
5187,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC(C)(O)C3)c(Cc3ccccc3C(F)(F)F)sc21,,3.18,train
5188,Nc1ccc(-c2ccc(N)cc2)cc1,1.34,,train
5189,CC(CSC(=O)c1ccccc1)C(=O)N1CC(Sc2ccccc2)CC1C(=O)O,4.4,,train
5190,Cc1cccc(NC(=O)CSc2ccccn2)c1C,3.19,,train
5191,COc1ccc(C=O)cc1O,0.97,,train
5192,COc1cc(C(=O)COC(=O)CCCOc2ccc(Cl)cc2Cl)cc(OC)c1OC,5.59,,train
5193,CC(C)(C)c1ccc(C(=O)NN=Cc2ccccc2O)cc1,4.73,,train
5194,O=c1[nH]cnc2scc(-c3ccccc3)c12,,2.07,train
5195,Nc1c(S(=O)(=O)O)ccc2ccccc12,-0.97,,train
5196,Cc1ncc(-c2[nH]c(=Nc3ccc(C(=O)N(C)C)cc3)ncc2F)n1C(C)C,,2.77,train
5197,COc1ccc(C(=O)N(C)N)cc1,1.0,,train
5198,CCC(=O)Cn1ccnc1C=Cc1occc1[N+](=O)[O-],1.27,,train
5199,CC(=O)CC(C)C,1.31,,train
5200,CS(=O)(=O)c1cccc(N=c2[nH]ccc(=Nc3cccc4ncoc34)[nH]2)c1,,2.5,train
5201,CC(=O)Nc1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,,2.9,train
5202,CC(=O)c1cccc(NC(=O)N(C)C)c1,0.95,,train
5203,CCCCC(CC)CNC(=O)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,,2.41,train
5204,CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,,2.63,train
5205,CCCN(CCCCC(NC(C)=O)C(=O)NCc1ccccc1)C(=O)N(C)N=O,1.73,,train
5206,CCC(C)NC(=O)CC(=N)c1ccc(Cl)cc1,2.94,,train
5207,Nc1ccc(Cl)cc1N,1.28,,train
5208,[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NCC(=O)[O-],-2.72,,train
5209,N#CSCc1ccccc1,1.99,,train
5210,OCC1OC(OC2CCCCC2)C(O)C(O)C1O,-0.63,,train
5211,NC(=O)Cc1nc(-c2ccccc2)cs1,,1.3,train
5212,Cc1ccc(-c2c(C#N)c(Sc3c(C)[nH]n(-c4ccccc4)c3=O)[nH]c(=N)c2C#N)cc1,4.99,,train
5213,O=C1CCCCN1,-0.46,,train
5214,N=c1[nH]c(-c2ccccc2)nn1Cc1ccccc1,,1.91,train
5215,O=C(O)C(c1ccc(Cl)cc1)n1cccc1,2.3,,train
5216,N#CCC(=O)Nc1ccc(Cl)c(Cl)c1,2.72,,train
5217,COC(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,,0.83,train
5218,[N-]=[N+]=Nc1ccccc1,2.59,,train
5219,CC(=O)NNC(=O)Nc1ccc(C#N)cc1,0.38,,train
5220,O=c1n[n+]([O-])ccn1Cc1ccccc1,0.19,,train
5221,CC(=O)N[C@H]1[C@@H](Oc2cccc3ccccc23)O[C@@H]2COC(C)(C)O[C@H]2[C@@H]1O,3.8,,train
5222,C=CCNC(=O)CN(CC=C)C(=O)C(Cl)Cl,1.0,,train
5223,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,2.19,,train
5224,CC(C)N1CCN=C1CN1CCCCSc2ccc(Cl)cc21,5.15,,train
5225,CC(N)CC1CCCCC1,2.96,,train
5226,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,,2.38,train
5227,CC(C)OC(=O)C1=C(CSc2nc3c(cc2C#N)CCCCC3)OC(=N)C(C#N)[C@@H]1c1ccncc1,5.43,,train
5228,CCOC(=O)c1c[nH]cc1C,2.14,,train
5229,CC(C)(C)C(=O)C(C)(C)C,3.0,,train
5230,O=C1C=NC(c2ccccc2)c2cc(Cl)ccc2N1,2.93,,train
5231,O=C(Nc1cccc(Cl)c1)c1ccccn1,,3.4,train
5232,C=CCNC(=O)NCCCC(NC(C)=O)C(=O)NCc1ccccc1,0.68,,train
5233,CC(=O)N=c1cncc(Cl)[nH]1,1.1,,train
5234,COCC(Cn1ccnc1[N+](=O)[O-])OC,0.06,,train
5235,CCOC(=O)C(=Cc1ccc(C)cc1)C(C)=O,2.63,,train
5236,CNS(=O)(=O)c1ccc(Cl)cc1,1.92,,train
5237,CC(=O)NNC(=O)Nc1ccc(Oc2ccccc2)cc1,2.01,,train
5238,Cc1ccc(CCCOCCS(=O)(=O)CCCNCCc2ccc(O)c3[nH]c(=O)sc23)s1,2.41,2.41,train
5239,CCC(C)N,0.74,,train
5240,CCCCC(NC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NCC[N+]1([O-])CCOCC1)C(C)C,4.07,,train
5241,CC(=O)C(=Cc1cc(O)c(O)c([N+](=O)[O-])c1)C(C)=O,1.21,,train
5242,Cc1c(O)[nH]c(O)c1C(=O)C(NC(=O)C[C@H](NC(=O)/C=C/c1ccccc1)c1ccccc1)C(C)C,,1.91,train
5243,CC(c1cc2ccccc2o1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,,2.1,train
5244,CCCCOc1ccc(CC(O)=NO)cc1,2.08,,train
5245,COc1ccc(-c2ccccc2)cc1N1CC(=O)NS1(=O)=O,,-1.01,train
5246,N=c1[nH]c2ccccc2cc1C(N)=O,,1.07,train
5247,CCCCCCCCCCCCCCCC(=O)OCC1OC(n2ccc(=N)[nH]c2=O)C(O)C1O,5.03,,train
5248,O=c1[nH]n(C(c2ccccn2)C2CC2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12,,1.0,train
5249,CCOC(=O)C(=Cc1ccccc1OC)C(C)=O,2.39,,train
5250,Cc1ccc2c(c1)[nH]c(=N)n2C,1.47,,train
5251,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,,3.24,train
5252,CCOC(=O)C(=Cc1ccccc1Cl)C(=O)OCC,3.15,,train
5253,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,1.7,,train
