,molecule,logp,dataset_type
4121,CN(C)CCOC(=O)c1ccc(Cl)cc1,2.63,train
4122,CCCCCC(=O)c1ccc(S(=O)CC)c([N+](=O)[O-])c1,4.36,train
4123,CC1(C)N=C(N)N=C(N)N1c1ccc(I)cc1,1.39,train
4124,CC(C)CC(NC(=O)C(N)C(C)C)C(=O)O,-2.07,train
4125,CCCc1ccc(S(N)(=O)=O)cc1,1.64,train
4126,O=C(CS(=O)(=O)Cc1ccccc1)Nc1ccc2c(c1)OCCO2,3.19,train
4127,CN(SN(C)C(=O)c1ccc(Cl)cc1Cl)C(=O)Oc1cccc2c1OC(C)(C)C2,4.9,train
4128,CCC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,2.8,train
4129,CCC(C)NC(=O)C(Br)=Cc1ccccc1,2.66,train
4130,CCOC(=O)C(F)F,0.87,train
4131,O=C(O)c1ccccc1-n1c(O)ccc1O,1.55,train
4132,N#Cc1cnc(Cl)cn1,0.92,train
4133,CCOc1cncc(C(N)=O)n1,0.61,train
4134,COCCOC(=O)C1=C(C)N=C2CC(c3cccc(OC)c3)CC(=O)C2C1c1coc2ccc(C)cc2c1=O,5.23,train
4135,CCC(=O)OC1(c2ccccc2)CCN(C)C(C)C1C,3.13,train
4136,c1ccc(-c2cccc(-c3ccccn3)n2)nc1,1.96,train
4137,NC(=O)CC(N)C(=O)O,-3.82,train
4138,CCCCCCCC/C=C/CCCCCCCC(=O)OC,7.45,train
4139,CN(C=O)c1ccccc1,1.09,train
4140,CCCOC(=O)C(C(=O)OCCC)=C1SC=CS1,3.93,train
4141,CC(C)Cc1ccccc1,4.68,train
4142,O=[N+]([O-])c1ccc(Br)cc1,2.55,train
4143,OCc1cccnc1,-0.02,train
4144,NC(=O)CCCCCn1nnc2ccccc21,0.79,train
4145,CC(C)N(CCC(CCN1CCCCC1)(C(N)=O)c1ccccc1Cl)C(C)C,4.78,train
4146,CCOC(=O)C(=Cc1ccc(Cl)c(Cl)c1)C(C)=O,3.92,train
4147,CN(C)c1ccc(-c2nc3ccc(C#N)cc3s2)cc1,3.2,train
4148,Cc1c(-c2ccccc2)ssc1=S,3.95,train
4149,CN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2[nH]c(=O)sc12,2.44,train
4150,CNC(=O)Oc1ccc(OC)cc1,1.2,train
4151,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,4.27,train
4152,CCCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(CC)C1,1.76,train
4153,COC(=O)C(CC(C)C)NC(C)=O,0.84,train
4154,S=c1cccc[nH]1,-0.13,train
4155,ONc1ccccc1,0.79,train
4156,COC(=O)C=Cc1ccccc1,2.62,train
4157,CN1CC=C(c2cccs2)CC1,2.51,train
4158,CC(C)c1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1,1.23,train
4159,CCOC(=O)C(=Cc1ccccc1F)C(=O)OCC,3.04,train
4160,CC(=O)c1ccc(N)cc1,0.83,train
4161,CNC(=O)Oc1ccccc1OC(C)C,1.52,train
4162,CNCCN(C)C,-0.2,train
4163,O=[N+]([O-])c1cnc(C=Cc2ccc3c(c2)OCO3)n1CCO,2.03,train
4164,Nc1cccc2cc3ccccc3nc12,3.26,train
4165,COc1c(C)cccc1NC(C)=O,1.28,train
4166,COC(=O)CC(CN)c1ccc(Cl)cc1,0.48,train
4167,NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,0.66,train
4168,Cc1ccc(NN=C(C#N)C#N)cc1,3.2,train
4169,CSc1ccccc1C(N)=O,0.71,train
4170,CCCCC1OC(=O)c2cc(Cl)ccc21,3.53,train
4171,O=C(Nc1ccc(Br)cc1)c1ccccc1O,4.51,train
4172,Nc1ccc(S(=O)(=O)N=c2ccc(Cl)c[nH]2)cc1,1.82,train
4173,CCCCCC(C)=O,1.98,train
4174,CC(=O)NNC(=O)c1ccccc1N(C)C,1.49,train
4175,O=C(Nc1ccc(Br)cc1)C(F)(F)F,3.34,train
4176,CCOC(=O)CON=Cc1ccc(OCCOC(=O)c2cc(OC)c(OC)c(OC)c2)c(OC)c1,3.26,train
4177,CCCCCCCOC(=O)C(C(=O)OCCCCCCC)=C1SCCS1,7.6,train
4178,COc1cccc(S(N)(=O)=O)c1,0.53,train
4179,CC(=O)Oc1ccc([N+](=O)[O-])cc1,1.5,train
4180,C=CCN=c1[nH]cc(-c2ccncc2)cc1C#N,2.07,train
4181,Cc1cccc(C(=O)O)c1,2.37,train
4182,Cc1cc(=O)oc2cc(OC3OC(CO)C(O)C(O)C3O)ccc12,-0.66,train
4183,CCCCOc1ccc(O)cc1,2.9,train
4184,COCCOC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,3.05,train
4185,CC1=C(C(N)=O)SCCO1,-0.22,train
4186,CNC(=O)Oc1cccc(I)c1,2.52,train
4187,CCN=c1[nH]c(Cl)nc(=NC2CC2)[nH]1,2.17,train
4188,COc1ccc(C(=O)CC=Nc2ccc(Cl)c(C(F)(F)F)c2)cc1OC,5.31,train
4189,NC(=O)OCCc1c[nH]c2ccccc12,1.69,train
4190,COc1[nH]c(C)nc1[N+](=O)[O-],0.21,train
4191,CCOP(C)(=O)SCC,0.71,train
4192,O=[N+]([O-])c1cccc(C(F)(F)F)c1,2.62,train
4193,CCCCCCNP(=O)(OC)SC,1.11,train
4194,CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,1.56,train
4195,O=[N+]([O-])c1ccc(C=Cc2nccc(Cl)n2)o1,1.31,train
4196,CCNP(=O)(OCC)ON=C(C#N)c1ccc(OC)cc1,2.39,train
4197,O=C(O)CN1CCCCC1,-1.05,train
4198,NC(Cc1ccc(O)c(O)c1)C(=O)OCCc1ccc(Cl)cc1,2.33,train
4199,Nc1ccc(S)cc1,1.31,train
4200,O=C(Nc1ccc(Cl)c(Cl)c1)c1ccccc1,4.42,train
4201,O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,4.1,train
4202,CC1OC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CC(O)C4(C)C(c6coc(O)c6)CCC54O)C3)OC2C)CC(O)C1O,1.2,train
4203,CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,4.25,train
4204,O=C(O)CSC1=NS(=O)(=O)c2ccccc2N1,0.18,train
4205,O=c1cc[nH]cc1,-1.3,train
4206,Cc1ccccc1-c1nc2cc([N+](=O)[O-])ccc2[nH]1,3.42,train
4207,CCCCCNC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.64,train
4208,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(Cl)cc1,3.61,train
4209,C[N+](C)(CCCCS(=O)(=O)[O-])CCCc1ccccc1,-1.7,train
4210,Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,8.2,train
4211,CC1OC(C)OC(C)OC(C)O1,0.12,train
4212,O=C(NN=Cc1ccccc1O)c1cccc(Br)c1,3.91,train
4213,O=C1C=[N+]([O-])C(c2ccccc2)c2cc(Cl)ccc2N1,1.49,train
4214,CC(=O)OCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1,0.11,train
4215,Cc1cccc2c1Cc1ccccc1-2,4.97,train
4216,CC(=O)C(=Cc1ccc(Br)cc1)C(C)=O,2.75,train
4217,CC(=O)C(C)C,0.84,train
4218,Nn1c(SCC(=O)Nc2ccccc2-c2ccccc2)nnc1-c1ccc(OC(F)F)cc1,4.85,train
4219,O=c1[nH]c(=O)c2ccccc2[nH]1,0.77,train
4220,Clc1ccc2c(Cl)ccnc2c1,3.57,train
4221,Cc1ncnc2c1ncn2C1CCC(CO)O1,-0.12,train
4222,Cc1ccc(O)c(O)c1,1.37,train
4223,COCCCc1ccccc1,2.7,train
4224,CC(C)(C)C(=O)O,1.48,train
4225,CCOP(=O)(Sc1ccccc1)Sc1ccccc1,3.48,train
4226,NS(=O)(=O)c1cc2c(s1)C(=O)CCS2(=O)=O,-0.2,train
4227,CCCNC(=O)c1ccc[nH]1,1.25,train
4228,COc1ccccc1Br,2.86,train
4229,CCN(CC)c1ccc(NC(=O)N(C)OC)cc1,2.33,train
4230,COc1c(OC)c(OC(C)=O)c2cc(F)ccc2c1OC(C)=O,2.75,train
4231,CCCCCCn1cc(C)c(=O)[nH]c1=O,1.93,train
4232,N=c1[nH]cco1,-0.18,train
4233,CC(=O)NCC(N)=O,-1.83,train
4234,CN(C)CCCCc1cccnc1,1.49,train
4235,Clc1ccc(Oc2c(Cl)cccc2Cl)c(Cl)c1Cl,6.11,train
4236,Nc1ccc(O)cc1,0.04,train
4237,CS(=O)c1sc(C#N)cc1C#N,1.31,train
4238,CCC(=O)C(CS(=O)(=O)c1ccccc1)c1ccc(OC)cc1,2.18,train
4239,CS(=O)CCCOc1ccc2ccccc2c1,2.42,train
4240,CCCC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,3.8,train
4241,COC(=O)n1cc(CC(NC(=O)Cc2nc(O)c3n(c2=O)C2CCC3CC2)C(O)NC(Cc2ccccc2)C(=O)N(C)Cc2ccccc2)c2ccccc21,4.05,train
4242,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,3.02,train
4243,CN(C)C(=O)c1ccco1,0.41,train
4244,CCOC(=O)C(=Cc1ccc([N+](=O)[O-])o1)C(=O)OCC,2.5,train
4245,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1,0.46,train
4246,Clc1ccc(Oc2c(Cl)ccc(Cl)c2Cl)cc1,5.64,train
4247,CCCOc1ccc([N+](=O)[O-])cc1NC(C)=O,1.6,train
4248,NNC(=O)c1ccccc1O,0.6,train
4249,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(F)cc1,3.2,train
4250,c1ccc2c(c1)CCCC2,3.49,train
4251,COC(=O)CS(=O)(=O)c1ccc(Br)cc1,1.52,train
4252,CON(C)N=Nc1ccc(C(N)=O)cc1,1.19,train
4253,COC(=O)CCCCC(=O)OC,1.03,train
4254,CCCCCCCCCCCCN1CCCC1=O,4.2,train
4255,O=C(O)c1ccc(O)c([N+](=O)[O-])c1,1.85,train
4256,CCC(C)NC(=O)COC(=O)Cc1ccc2cc(OC)ccc2c1,3.31,train
4257,O=C(O)CCn1nc2ccccc2n1,-0.03,train
4258,CN(C)c1cccc2cccnc12,2.73,train
4259,Brc1cccnc1,1.6,train
4260,COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,4.07,train
4261,CCOc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OCC)c1,2.52,train
4262,CCC1(CC)OCC(c2ccc(NC(=O)N(C)C)cc2C)CO1,2.76,train
4263,CC(C)C(=O)NCCNCC(O)COCc1ccccc1,0.63,train
4264,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,4.68,train
4265,CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(=O)CC21C,3.46,train
4266,CCCc1cccc(OC(=O)NC)c1,2.64,train
4267,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,3.61,train
4268,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.6,train
4269,COc1ccc2cc(CC(=O)O)ccc2c1,2.82,train
4270,N=c1c2c([nH]c3ccccc13)CCCC2,2.71,train
4271,NNC(=O)c1cccc(N)c1,-0.86,train
4272,N#Cc1ccccc1C(N)=O,0.0,train
4273,CNC(=O)Oc1cccc(C#N)c1,0.97,train
4274,CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OC,6.29,train
4275,COc1cccc(OC)c1OC,1.53,train
4276,Cc1[nH]c(=O)n(OC(C)C)c(=O)c1Br,0.45,train
4277,Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,7.28,train
4278,O=NN(CCCl)C(=O)NC1CCCCC1O,1.34,train
4279,Brc1cccc(-c2ccccc2)c1,4.85,train
4280,COc1ccc(C=CC(=O)O)cc1OC,2.34,train
4281,O=C(OCCCc1c[nH]cn1)c1ccccc1,2.64,train
4282,c1ccc(P(c2ccccc2)c2ccccc2)cc1,5.69,train
4283,N=c1nc(I)c2ncn(C3CCC(CO)O3)c2[nH]1,0.52,train
4284,ClCc1cccc(CCl)c1,2.72,train
4285,Clc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,6.11,train
4286,O=C(O)c1c(F)cccc1Cl,2.11,train
4287,NC(=O)C(Cl)Cl,0.19,train
4288,CCOc1cccc(C(=O)NP(=O)(N2CC2)N2CC2)c1,1.24,train
4289,NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)s1,-0.34,train
4290,CN(C)c1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1.99,train
4291,COc1cc(OC)cc(OC(=O)CNC(=O)c2ccccc2)c1,2.69,train
4292,CC(=O)Oc1ccc(N(C)C(=O)C(Cl)Cl)cc1,1.56,train
4293,Cc1ccc(C(C)C)c(OC2OC(CO)C(O)C(O)C2O)c1,1.07,train
4294,Cc1cccc(C)c1NC(=O)CN(C)C,0.94,train
4295,Cc1cc(Cc2cc(Cl)ccc2Cl)c(Cl)cc1Cl,7.53,train
4296,COC(=O)c1cc(Sc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.76,train
4297,CC1CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N2C1C(=O)O,0.47,train
4298,CCCCCN=c1[nH]c(SC(F)F)nc(=NCC)[nH]1,4.71,train
4299,Cc1c(O)c(=O)ccn1CCO,-1.1,train
4300,Cc1c(Cl)cccc1Cl,3.99,train
4301,CCC(C)NC(=O)C(F)=Cc1ccccc1,3.1,train
4302,O=C(CN1CCOCC1)NC1COc2ccccc21,0.81,train
4303,Cc1ccc(-c2nc3cccnc3[nH]2)cc1,3.02,train
4304,O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,3.74,train
4305,CNC(=O)Oc1ccc(C#N)cc1,0.95,train
4306,CCOC(=O)c1cc(C#N)c(S(C)=O)s1,2.27,train
4307,CN(C)C(=O)Oc1cccnc1[N+](=O)[O-],0.54,train
4308,N#CC1C(=N)OC2=C(C(=O)C[C@H](c3ccccc3)C2)[C@H]1c1ccccc1F,3.07,train
4309,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)C(=O)N1,1.96,train
4310,CC(C)CNC(=O)C=Cc1ccc([N+](=O)[O-])o1,2.23,train
4311,C=CCCCOC(=O)C(CC)N(Cc1ccco1)C(=O)n1ccnc1,3.0,train
4312,Fc1cccc(F)c1,2.21,train
4313,CC12CCC(CC1)C(C)(C)O2,2.74,train
4314,NS(=O)(=O)c1nc2ccccc2s1,1.33,train
4315,O=C(O)CCN1CCCCC1,-2.45,train
4316,CCCCCCCCC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,8.16,train
4317,CC(=O)NNC(=O)Nc1cccc(I)c1,1.71,train
4318,O=C(C=Cc1ccccc1)Nc1ccccc1,3.61,train
4319,CC(=S)N(c1ccccc1)c1ccccc1,2.83,train
4320,CCOc1cccc(Cl)n1,2.55,train
4321,CCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCC,8.06,train
4322,CC(=O)Oc1ccc(C(C)=O)cc1,1.29,train
4323,CCOc1cccc(NC(=O)OCCN2CCCCC2)c1,3.35,train
4324,O=C1NC(=O)C(=O)C(=O)N1,-1.84,train
4325,NNC(=O)c1ccccc1Cl,0.14,train
4326,NS(=O)(=O)c1ccc([N+](=O)[O-])c(C(F)(F)F)c1,1.73,train
4327,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0.29,train
4328,CC(=O)Oc1cccc(F)c1,1.74,train
4329,O=[N+]([O-])c1cc(-c2ccccc2)ccc1O,3.71,train
4330,CC(=O)OCn1ncc2c(=O)[nH]cnc21,-0.35,train
4331,OC(c1ccccc1)c1ccc(Cl)cc1,3.61,train
4332,CCCCCCCCCCCCCC(=O)OC,6.41,train
4333,CN(C)C(=S)Nc1ccccc1,1.04,train
4334,CCCCCCc1ccc(CCC[N+](C)(C)CCCS(=O)(=O)[O-])cc1,1.89,train
4335,N#CC(C#N)=NNc1ccc(C(=O)CCl)cc1,2.15,train
4336,CCOC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CC1,2.23,train
4337,Cc1cnc(Cl)cn1,1.08,train
4338,COc1ccc2c(c1)OCC2NC(=O)CN1CCCCC1,2.41,train
4339,CC(=O)Nc1ccc2c(=O)c(C)c(C)oc2c1[N+](=O)[O-],1.61,train
4340,CC(C)c1cc(C(C)C)cc(C2C(=O)c3ccccc3C2=O)c1,5.96,train
4341,CCCCCCCC(CC)c1ccccc1,7.0,train
4342,Cc1ccc(C)c(O)c1C,2.67,train
4343,CC(C)NC(C)(C)C,1.56,train
4344,CCOC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,3.89,train
4345,Fc1cccc(F)n1,1.17,train
4346,COc1ccccc1C,2.74,train
4347,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,2.42,train
4348,CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,0.23,train
4349,CS(=O)(=O)Oc1ccccc1,1.25,train
4350,Nc1ccc(-c2nc3ccc(O)cc3s2)cc1,0.66,train
4351,Nc1cc([N+](=O)[O-])ccc1O,1.26,train
4352,CN(C)c1cncc(C#N)n1,1.12,train
4353,COC(=O)c1cc2ccccc2[nH]1,2.45,train
4354,CN(Cc1cccc(Br)c1)N=O,1.65,train
4355,CCCCCOc1cccc(O)c1,3.63,train
4356,CCOC(CP(=O)(OCC)OCC)OCC,0.69,train
4357,CN1CC(O)CN(C)C1=Nc1ncc([N+](=O)[O-])s1,0.16,train
4358,O=c1[nH]c(-c2ccccc2)nc2[nH]nnc12,1.27,train
4359,O=C(C=Cc1cccc([N+](=O)[O-])c1)C(F)(F)F,2.66,train
4360,O=P(N1CC1)(N1CC1)N(N=Cc1ccccc1)c1ccccc1,0.56,train
4361,COc1ccc(OC)c(N)c1,1.2,train
4362,CC(=O)C=Cc1ccc(C(F)(F)F)cc1,3.13,train
4363,CC1OC(OC2CCC3(C)C(CCC4C3CC(O)C3(C)C(c5coc(O)c5)CCC43O)C2)CC(O)C1O,1.09,train
4364,Clc1cnc(Cl)c(Cl)c1,3.11,train
4365,COc1c(Cl)ccc(Cl)c1Cl,3.64,train
4366,CCc1cccc(CC)c1O,3.03,train
4367,Oc1c(Cl)cc(Cl)c2ccccc12,4.23,train
4368,COC(=O)CCc1ccccc1,2.32,train
4369,Cc1cccc(C=C(C(N)=O)C(N)=O)c1,0.4,train
4370,O=C(NCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,2.85,train
4371,NC(=O)c1ccccc1F,0.59,train
4372,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],4.3,train
4373,COc1cc(O)ccc1O,0.47,train
4374,CC(C)c1cccc(C(C)C)c1NC1=NCCN1,3.04,train
4375,NS(=O)(=O)c1ccc2c(c1)S(=O)(=O)NC(CC1CCCC1)N2,1.24,train
4376,O=C(COC(=O)/C=C/c1ccc(F)cc1)Nc1cc(C(F)(F)F)ccc1N1CCOCC1,5.08,train
4377,Cc1c(Br)cccc1NC1=NCCN1,1.94,train
4378,Cc1ccccc1C1OCC2ON=C(c3ccccc3)C2CO1,2.72,train
4379,CCc1cccs1,2.87,train
4380,S=C=Nc1cccc2ccccc12,4.34,train
4381,Cc1ccccc1C(=O)OCC1CCC(n2cnc3c(=O)[nH]cnc32)O1,1.02,train
4382,NS(=O)(=O)c1ccc(SCCO)c([N+](=O)[O-])c1,0.38,train
4383,CNC(=O)Oc1cccc(C(F)(F)F)c1,2.37,train
4384,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,2.88,train
4385,COC1CC(OC2CCC3(C)C(CCC4C3CC(O)C3(C)C(c5coc(O)c5)CCC43O)C2)OC(C)C1OC1CC(O)C(OC2CC(O)C(O)C(C)O2)C(C)O1,1.75,train
4386,COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)C(OC1CC(N2CCOCC2)C(O)C(C)O1)=CC(O)(C(C)O)C4,2.03,train
4387,OCc1ccco1,0.28,train
4388,CNC(=O)Oc1cccc(C(=O)OC)c1,1.42,train
4389,CCCCCCCCCc1cccc(O)c1,5.61,train
4390,CC(=O)N(C)c1ccc([N+](=O)[O-])cc1,0.91,train
4391,CCN=c1nc(C(Cl)(Cl)Cl)nc(SC)[nH]1,3.87,train
4392,COc1ccc(CCNCC(O)COc2ccc(-c3nc(Cl)c[nH]3)cc2)cc1OC,2.4,train
4393,ClCC1(C(Cl)Cl)C2C(Cl)C(Cl)C1(C(Cl)Cl)C(Cl)C2Cl,5.93,train
4394,CCCN(CCC)CC(=O)OCn1ncc2c(=O)[nH]cnc21,1.27,train
4395,Clc1ccc(Oc2c(Cl)cccc2Cl)cc1,5.3,train
4396,Clc1cccc2ccccc12,4.08,train
4397,CCCCN=c1[nH]c(SC(F)F)nc(=NC(C)C)[nH]1,4.75,train
4398,CCNc1ccc(C(=O)OCCN(C)C)cc1,2.62,train
4399,C=C(C)C(=O)OCC(C)O,0.97,train
4400,O=C(CN1CCCCC1)Nc1cccc(Br)c1,3.62,train
4401,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,6.2,train
4402,Cc1c(O)c(=O)ccn1C(C)C,0.05,train
4403,CCCc1ccc(C(=O)OCCN(C)C)cc1,3.63,train
4404,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(N)=O,1.41,train
4405,Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,7.84,train
4406,CC(C(N)=O)n1nnc2ccccc21,0.35,train
4407,Cc1ccc(O)c(C)c1,2.3,train
4408,CC(C)c1cccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)c1,5.31,train
4409,c1ccc2c(c1)cnc1ccccc12,3.48,train
4410,Oc1cccc(-c2ccccc2)c1,3.23,train
4411,Nc1c(OC2C=CC(N3CCCCCC3=O)=CC2)cc(O)c2c1C(=O)c1ccccc1C2=O,5.3,train
4412,CCC(C)Cl,2.33,train
4413,CC(=O)C(NC(=O)C(N)Cc1c[nH]cn1)C(O)O,-2.23,train
4414,CCCCCCn1ccc(=O)c(O)c1CC,2.28,train
4415,N=c1[nH]c(=N)c2ncn(C3CC(F)C(CO)O3)c2[nH]1,0.05,train
4416,Cc1c(Cl)c(C(F)(F)F)nn1C(C)C(=O)N1CCOCC1,3.08,train
4417,O=C(O)c1cccc(Cl)c1,2.68,train
4418,c1ccc2c(c1)ccc1nc3c(ccc4ccccc43)cc12,5.73,train
4419,Cc1ccccc1NC(=O)c1cc(Cl)ccc1O,4.21,train
4420,CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,2.8,train
4421,CCc1nnc(SC)n(N)c1=O,0.46,train
4422,NNC(=O)c1ccnc(-c2ccccc2)c1,1.36,train
4423,Cc1cccc(C)c1C#[N+][O-],2.74,train
4424,CCCCOC(=O)C(C(=O)OCCCC)=C1SCCS1,4.6,train
4425,N#CN=[N+]([O-])c1cccc(F)c1,1.85,train
4426,CCC(C)C(NC(=O)C(NC(=O)C(C)N)C(C)C)C(=O)O,-0.2,train
4427,NC(O)=NO,-1.8,train
4428,Cc1c(-c2ccccc2)no[n+]1[O-],2.17,train
4429,CC(C)OCCCNC(=O)C(=O)NCc1ccc(C(C)C)cc1,4.57,train
4430,O=C(Cc1ccccc1)N1CCCCC1,2.44,train
4431,Cn1cc2ccc([N+](=O)[O-])cc2n1,1.76,train
4432,CCOCCCn1ccc(=O)c(O)c1CC,0.72,train
4433,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)NC1=O,2.24,train
4434,CCOC(=O)c1cccnc1,1.32,train
4435,CN(C)C(N(C)C)=S(I)c1cc(Cl)c(Cl)cc1Cl,0.68,train
4436,CC(C)(C)c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,1.18,train
4437,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],2.1,train
4438,COC(=O)C=COc1ccccc1,2.68,train
4439,O=c1ccn(C2OC(CO)C(O)C2O)c(=O)n1Cc1ccccc1,0.33,train
4440,CCc1ccc2cc(O)c(O)cc2c1,3.25,train
4441,Clc1ccc(-c2ccccc2Cl)c(Cl)c1,5.76,train
4442,CCCCCC[N+](C)(C)CCCCS(=O)(=O)[O-],-1.08,train
4443,O=C(NCCOCCN=c1[nH][n+]([O-])c2ccccc2[n+]1[O-])c1cccc2cc3ccccc3nc12,1.84,train
4444,CC(C)CC(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,-2.1,train
4445,O=C(O)c1ccc(O)c(Cl)c1,2.41,train
4446,N=c1[nH]c(N2CCCCC2)cc(N)[n+]1[O-],1.24,train
4447,CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,3.69,train
4448,CC(C)(C)NCC(O)COCCc1ccccc1,2.52,train
4449,CCSC1OC(CO)C(O)C(O)C1O,-1.51,train
4450,O=[N+]([O-])CC1=NCCN1Cc1ccncc1,-1.05,train
4451,CS(=O)(=O)Nc1ccc(S(N)(=O)=O)cc1,-0.4,train
4452,CCC(CC)C(=O)NC(N)=O,0.91,train
4453,Cc1cc(Br)cc(C(=O)NC2CC2)c1O,3.8,train
4454,ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl,4.98,train
4455,CNC(=O)NCCCCC(NC(C)=O)C(=O)NCc1ccccc1,0.06,train
4456,CCCC(C)n1nc2ccccc2n1,3.42,train
4457,O=C(O)CCCN1C(=O)C=CC1=O,0.4,train
4458,CC(C)(NC(=O)N(CCCl)N=O)C(=O)O,1.74,train
4459,Cc1ccccc1C(=O)CCN1CCCCC1,3.54,train
4460,CC(=O)Nc1ccc2cccnc2c1,1.55,train
4461,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,1.97,train
4462,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,1.67,train
4463,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,0.93,train
4464,CC(C)c1csc(-c2ccc(C(C)C(=O)O)cc2F)n1,4.62,train
4465,O=Cc1cc(Br)ccc1Br,3.35,train
4466,C1CC2CCC1C2,3.78,train
4467,CC(=O)NC(CC12CC3CC(CC(C3)C1)C2)C(N)=O,1.9,train
4468,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,3.29,train
4469,CCCCCCCCCC(=O)O,4.09,train
4470,c1ccnnc1,-0.72,train
4471,CCN(CC)CCNc1ccc(C)c(Cl)c1,4.14,train
4472,C=CCN(N=O)C(=O)N(CCC)CCCC(NC(C)=O)C(=O)NCc1ccccc1,2.16,train
4473,COC(=O)c1c(Cl)cccc1[N+](=O)[O-],2.21,train
4474,Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,6.18,train
4475,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,2.52,train
